phase mean FPC1 FPC2 FPC3 FPC4
35.6 2.598539 0.142001 -0.138945 0.025886 -0.023074
35.7 2.602866 0.14173 -0.139643 0.026484 -0.019765
35.8 2.607194 0.141459 -0.140342 0.027082 -0.016457
35.9 2.611521 0.141198 -0.141013 0.027611 -0.013164
36 2.615849 0.140942 -0.141674 0.028113 -0.009878
36.1 2.620116 0.140686 -0.142335 0.028615 -0.006592
36.2 2.624293 0.14044 -0.142969 0.02905 -0.003321
36.3 2.628469 0.140199 -0.143592 0.029455 -5.6e-05
36.4 2.632645 0.139958 -0.144215 0.02986 0.003208
36.5 2.636821 0.139726 -0.144813 0.0302 0.006457
36.6 2.640998 0.1395 -0.145398 0.030509 0.009699
36.7 2.645123 0.139273 -0.145983 0.030818 0.012941
36.8 2.649148 0.139057 -0.146543 0.031062 0.016169
36.9 2.653173 0.138845 -0.147091 0.031275 0.019389
37 2.657198 0.138633 -0.147639 0.031487 0.022608
37.1 2.661223 0.138431 -0.148162 0.031637 0.025814
37.2 2.665247 0.138234 -0.148672 0.031753 0.029012
37.3 2.669231 0.138038 -0.149181 0.031869 0.03221
37.4 2.673105 0.13785 -0.149667 0.031924 0.035394
37.5 2.676978 0.137668 -0.150139 0.031944 0.038569
37.6 2.680852 0.137486 -0.150612 0.031964 0.041745
37.7 2.684725 0.137313 -0.15106 0.031924 0.044907
37.8 2.688599 0.137146 -0.151495 0.031847 0.048061
37.9 2.692436 0.136979 -0.151929 0.03177 0.051214
38 2.69614 0.136818 -0.152343 0.031662 0.054336
38.1 2.699843 0.136663 -0.152744 0.031533 0.057437
38.2 2.703546 0.136507 -0.153145 0.031404 0.060539
38.3 2.707249 0.136354 -0.153531 0.031298 0.063573
38.4 2.710953 0.136202 -0.153907 0.031207 0.066561
38.5 2.714624 0.136051 -0.154283 0.031115 0.069548
38.6 2.718118 0.135902 -0.154644 0.031047 0.07247
38.7 2.721611 0.135755 -0.154995 0.030997 0.075342
38.8 2.725105 0.135608 -0.155346 0.030946 0.078213
38.9 2.728599 0.135463 -0.155683 0.030919 0.081021
39 2.732092 0.13532 -0.156009 0.030909 0.083777
39.1 2.735567 0.135177 -0.156335 0.030899 0.086533
39.2 2.738849 0.135036 -0.156648 0.030912 0.089227
39.3 2.742132 0.134897 -0.156949 0.030943 0.091867
39.4 2.745415 0.134759 -0.157251 0.030974 0.094507
39.5 2.748698 0.134622 -0.157539 0.031026 0.097087
39.6 2.751981 0.134488 -0.157816 0.031098 0.099612
39.7 2.755257 0.134353 -0.158092 0.03117 0.102136
39.8 2.758329 0.134221 -0.158356 0.031263 0.104602
39.9 2.761401 0.13409 -0.158608 0.031375 0.107011
40 2.764473 0.13396 -0.158859 0.031488 0.10942
40.1 2.767545 0.133832 -0.159099 0.03162 0.111771
40.2 2.770617 0.133706 -0.159326 0.031774 0.114064
40.3 2.773689 0.13358 -0.159552 0.031927 0.116358
40.4 2.776556 0.133455 -0.159767 0.0321 0.118595
40.5 2.779418 0.133334 -0.159969 0.032294 0.120772
40.6 2.782279 0.133212 -0.160171 0.032488 0.12295
40.7 2.78514 0.133092 -0.160362 0.032701 0.125073
40.8 2.788001 0.132974 -0.160539 0.032936 0.127135
40.9 2.790862 0.132856 -0.160717 0.033171 0.129197
41 2.793532 0.132741 -0.160883 0.033424 0.131206
41.1 2.796182 0.132627 -0.161035 0.033699 0.133153
41.2 2.798832 0.132514 -0.161188 0.033975 0.135099
41.3 2.801483 0.132402 -0.161329 0.034268 0.136994
41.4 2.804133 0.132293 -0.161457 0.034585 0.138824
41.5 2.806783 0.132183 -0.161584 0.034901 0.140655
41.6 2.809259 0.132076 -0.161702 0.035234 0.142436
41.7 2.811703 0.131971 -0.161804 0.035592 0.144151
41.8 2.814148 0.131866 -0.161907 0.035949 0.145865
41.9 2.816592 0.131763 -0.162 0.03632 0.147535
42 2.819037 0.131662 -0.162079 0.036711 0.149139
42.1 2.821481 0.131562 -0.162158 0.037103 0.150743
42.2 2.823887 0.131464 -0.16223 0.037495 0.152314
42.3 2.826283 0.13137 -0.16229 0.037889 0.153833
42.4 2.828679 0.131277 -0.16235 0.038283 0.155352
42.5 2.831075 0.131186 -0.162403 0.038677 0.156841
42.6 2.833471 0.131099 -0.162445 0.039068 0.15828
42.7 2.835867 0.131013 -0.162487 0.03946 0.159718
42.8 2.838283 0.130929 -0.162522 0.039851 0.161127
42.9 2.840707 0.130849 -0.162546 0.040241 0.162485
43 2.843132 0.13077 -0.162569 0.04063 0.163843
43.1 2.845556 0.130693 -0.162587 0.041019 0.165172
43.2 2.84798 0.130621 -0.162592 0.041407 0.166449
43.3 2.850404 0.130548 -0.162598 0.041794 0.167726
43.4 2.852847 0.130478 -0.162597 0.042181 0.168976
43.5 2.855299 0.130413 -0.162584 0.042566 0.170172
43.6 2.857751 0.130348 -0.162571 0.042951 0.171368
43.7 2.860204 0.130285 -0.162553 0.043335 0.172538
43.8 2.862656 0.130227 -0.162522 0.043718 0.173654
43.9 2.865108 0.130168 -0.162491 0.044101 0.174769
44 2.867578 0.130112 -0.162454 0.044483 0.17586
44.1 2.870058 0.130061 -0.162405 0.044863 0.176894
44.2 2.872539 0.13001 -0.162356 0.045244 0.177929
44.3 2.875019 0.129961 -0.162301 0.045624 0.17894
44.4 2.8775 0.129917 -0.162234 0.046002 0.179894
44.5 2.87998 0.129873 -0.162166 0.04638 0.180847
44.6 2.882476 0.129831 -0.162094 0.046758 0.181779
44.7 2.884985 0.129795 -0.162008 0.047134 0.182652
44.8 2.887493 0.129758 -0.161923 0.04751 0.183525
44.9 2.890002 0.129723 -0.161832 0.047886 0.184377
45 2.892511 0.129693 -0.161729 0.048259 0.185169
45.1 2.895019 0.129663 -0.161625 0.048633 0.185961
45.2 2.897542 0.129635 -0.161516 0.049006 0.186734
45.3 2.900079 0.129613 -0.161394 0.049378 0.187445
45.4 2.902615 0.12959 -0.161272 0.049749 0.188156
45.5 2.905152 0.129569 -0.161146 0.05012 0.188849
45.6 2.907689 0.129553 -0.161006 0.05049 0.18948
45.7 2.910226 0.129538 -0.160865 0.050859 0.19011
45.8 2.912739 0.129524 -0.160722 0.051228 0.190724
45.9 2.91522 0.129515 -0.160564 0.051594 0.191274
46 2.9177 0.129507 -0.160407 0.05196 0.191824
46.1 2.920181 0.129499 -0.160251 0.052323 0.19236
46.2 2.922661 0.129497 -0.1601 0.052671 0.192839
46.3 2.925142 0.129495 -0.159948 0.053019 0.193318
46.4 2.927476 0.129494 -0.159799 0.053363 0.193784
46.5 2.929556 0.129498 -0.159662 0.053687 0.194195
46.6 2.931637 0.129502 -0.159526 0.054012 0.194605
46.7 2.933717 0.129507 -0.159391 0.054332 0.195005
46.8 2.935797 0.129517 -0.159269 0.054633 0.195347
46.9 2.937877 0.129527 -0.159147 0.054934 0.19569
47 2.939824 0.129538 -0.159027 0.055231 0.196022
47.1 2.941466 0.129554 -0.15892 0.055508 0.196297
47.2 2.943107 0.12957 -0.158812 0.055785 0.196572
47.3 2.944749 0.129587 -0.158707 0.056058 0.196837
47.4 2.946391 0.12961 -0.158614 0.056311 0.197044
47.5 2.948033 0.129632 -0.158522 0.056565 0.19725
47.6 2.949568 0.129655 -0.158431 0.056815 0.197449
47.7 2.950772 0.129683 -0.158353 0.057044 0.197588
47.8 2.951975 0.129711 -0.158275 0.057273 0.197726
47.9 2.953178 0.12974 -0.158198 0.0575 0.197858
48 2.954382 0.129775 -0.158135 0.057706 0.197928
48.1 2.955585 0.129809 -0.158072 0.057911 0.197999
48.2 2.956709 0.129844 -0.15801 0.058115 0.198063
48.3 2.957474 0.129884 -0.157961 0.058297 0.198066
48.4 2.958239 0.129925 -0.157913 0.058478 0.198069
48.5 2.959004 0.129966 -0.157865 0.058658 0.198066
48.6 2.95977 0.130012 -0.157831 0.058816 0.198001
48.7 2.960535 0.130059 -0.157797 0.058974 0.197935
48.8 2.961247 0.130106 -0.157764 0.059131 0.197866
48.9 2.961573 0.130158 -0.157745 0.059265 0.197733
49 2.9619 0.130211 -0.157726 0.059399 0.197599
49.1 2.962227 0.130264 -0.157707 0.059532 0.197463
49.2 2.962554 0.130323 -0.157703 0.059643 0.197261
49.3 2.962881 0.130381 -0.157698 0.059753 0.19706
49.4 2.963181 0.13044 -0.157694 0.059863 0.196856
49.5 2.96307 0.130505 -0.157704 0.05995 0.196587
49.6 2.962958 0.13057 -0.157715 0.060036 0.196318
49.7 2.962847 0.130635 -0.157725 0.060122 0.196047
49.8 2.962735 0.130706 -0.15775 0.060185 0.19571
49.9 2.962624 0.130776 -0.157775 0.060248 0.195372
50 2.962512 0.130847 -0.1578 0.060311 0.195035
