phase mean FPC1 FPC2 FPC3 FPC4
35.9 0.940051 0.200102 -0.089724 0.047115 0.036589
36 0.94506 0.200132 -0.089468 0.048695 0.038348
36.1 0.950112 0.200161 -0.089212 0.050275 0.040107
36.2 0.955227 0.200182 -0.088907 0.051743 0.041766
36.3 0.960342 0.200198 -0.088581 0.053162 0.043382
36.4 0.965457 0.200215 -0.088254 0.05458 0.044998
36.5 0.970572 0.200222 -0.08788 0.055889 0.046516
36.6 0.975687 0.200225 -0.087484 0.057146 0.047989
36.7 0.980838 0.200228 -0.087088 0.058403 0.049462
36.8 0.986059 0.200223 -0.086645 0.059552 0.05084
36.9 0.99128 0.200213 -0.086178 0.060647 0.052169
37 0.9965 0.200203 -0.085712 0.061742 0.053499
37.1 1.001721 0.200184 -0.0852 0.062732 0.054736
37.2 1.006942 0.200161 -0.084663 0.063666 0.055922
37.3 1.012192 0.200138 -0.084127 0.064599 0.057109
37.4 1.017518 0.200106 -0.083546 0.06543 0.058205
37.5 1.022844 0.20007 -0.082939 0.066202 0.059248
37.6 1.028171 0.200034 -0.082332 0.066973 0.060292
37.7 1.033497 0.199989 -0.081682 0.067645 0.061247
37.8 1.038824 0.19994 -0.081005 0.068255 0.062147
37.9 1.044169 0.19989 -0.080329 0.068865 0.063048
38 1.049584 0.199834 -0.079634 0.069403 0.063874
38.1 1.054999 0.199774 -0.078928 0.069893 0.064652
38.2 1.060414 0.199714 -0.078222 0.070384 0.06543
38.3 1.065829 0.199652 -0.077547 0.070855 0.06616
38.4 1.071244 0.199587 -0.076894 0.071312 0.066856
38.5 1.076667 0.199523 -0.076241 0.071769 0.067552
38.6 1.082136 0.199456 -0.07562 0.072209 0.068202
38.7 1.087605 0.199387 -0.075023 0.072636 0.068818
38.8 1.093074 0.199318 -0.074426 0.073063 0.069434
38.9 1.098543 0.199246 -0.07386 0.073472 0.070006
39 1.104012 0.199173 -0.073319 0.073869 0.070542
39.1 1.109485 0.199099 -0.072778 0.074265 0.071077
39.2 1.115007 0.199023 -0.072267 0.074645 0.07157
39.3 1.120529 0.198946 -0.071782 0.075011 0.072026
39.4 1.12605 0.198868 -0.071297 0.075376 0.072481
39.5 1.131572 0.198788 -0.070841 0.075726 0.072895
39.6 1.137094 0.198705 -0.070412 0.076062 0.073271
39.7 1.142617 0.198623 -0.069983 0.076397 0.073646
39.8 1.148192 0.198538 -0.069582 0.076717 0.073981
39.9 1.153766 0.198452 -0.069209 0.077022 0.074276
40 1.159341 0.198365 -0.068836 0.077327 0.074572
40.1 1.164915 0.198276 -0.06849 0.077617 0.074828
40.2 1.17049 0.198185 -0.068173 0.077891 0.075043
40.3 1.176064 0.198094 -0.067856 0.078166 0.075259
40.4 1.18169 0.198001 -0.067566 0.078425 0.075435
40.5 1.187317 0.197905 -0.067304 0.07867 0.075571
40.6 1.192944 0.197809 -0.067043 0.078914 0.075706
40.7 1.198572 0.197712 -0.066808 0.079143 0.075804
40.8 1.204199 0.197612 -0.066603 0.079357 0.075859
40.9 1.209826 0.197512 -0.066397 0.079571 0.075914
41 1.215501 0.19741 -0.066217 0.079771 0.075933
41.1 1.221182 0.197305 -0.066068 0.079954 0.075908
41.2 1.226862 0.197201 -0.065919 0.080137 0.075883
41.3 1.232542 0.197094 -0.065794 0.080307 0.075823
41.4 1.238222 0.196985 -0.0657 0.08046 0.075718
41.5 1.243902 0.196877 -0.065607 0.080612 0.075613
41.6 1.249623 0.196766 -0.065537 0.080752 0.075474
41.7 1.255352 0.196652 -0.0655 0.080875 0.075289
41.8 1.26108 0.196539 -0.065462 0.080997 0.075104
41.9 1.266809 0.196425 -0.065443 0.081109 0.074892
42 1.272537 0.196308 -0.065449 0.081204 0.074643
42.1 1.278266 0.196192 -0.065456 0.0813 0.074393
42.2 1.283923 0.196078 -0.065456 0.081394 0.07415
42.3 1.289562 0.195966 -0.065445 0.081483 0.073916
42.4 1.295201 0.195855 -0.065435 0.081573 0.073681
42.5 1.30084 0.195745 -0.065415 0.081662 0.073457
42.6 1.306478 0.19564 -0.065379 0.081748 0.07325
42.7 1.312117 0.195534 -0.065343 0.081835 0.073044
42.8 1.317641 0.195431 -0.065297 0.08192 0.072847
42.9 1.323123 0.195331 -0.065235 0.082003 0.072667
43 1.328604 0.195231 -0.065172 0.082087 0.072488
43.1 1.334086 0.195134 -0.065101 0.082169 0.072318
43.2 1.339567 0.19504 -0.065013 0.082249 0.072166
43.3 1.345049 0.194946 -0.064925 0.082329 0.072014
43.4 1.350426 0.194854 -0.064828 0.082408 0.071871
43.5 1.35575 0.194766 -0.064713 0.082486 0.071746
43.6 1.361074 0.194678 -0.064599 0.082563 0.071622
43.7 1.366398 0.194592 -0.064477 0.082639 0.071506
43.8 1.371722 0.19451 -0.064336 0.082713 0.071409
43.9 1.377046 0.194428 -0.064196 0.082786 0.071311
44 1.382275 0.194348 -0.064048 0.082859 0.071222
44.1 1.387442 0.194272 -0.063881 0.08293 0.071153
44.2 1.392609 0.194196 -0.063715 0.083001 0.071083
44.3 1.397776 0.194122 -0.063541 0.083071 0.071021
44.4 1.402943 0.194051 -0.063349 0.083138 0.070979
44.5 1.40811 0.193981 -0.063156 0.083206 0.070936
44.6 1.413191 0.193913 -0.062957 0.083273 0.070901
44.7 1.418201 0.193848 -0.062738 0.083337 0.070887
44.8 1.423211 0.193784 -0.06252 0.083402 0.070872
44.9 1.42822 0.193721 -0.062295 0.083465 0.070864
45 1.43323 0.193663 -0.062051 0.083527 0.070876
45.1 1.43824 0.193604 -0.061806 0.083588 0.070889
45.2 1.443173 0.193548 -0.061555 0.083649 0.070908
45.3 1.448026 0.193495 -0.061285 0.083707 0.070948
45.4 1.452878 0.193443 -0.061014 0.083765 0.070988
45.5 1.457731 0.193391 -0.060738 0.083822 0.071034
45.6 1.462583 0.193345 -0.060442 0.083877 0.071101
45.7 1.467436 0.193298 -0.060145 0.083932 0.071169
45.8 1.472223 0.193253 -0.059844 0.083987 0.071242
45.9 1.476922 0.193212 -0.059523 0.084039 0.071335
46 1.481621 0.193171 -0.059202 0.08409 0.071429
46.1 1.486319 0.193132 -0.058883 0.084141 0.071523
46.2 1.491018 0.193096 -0.058569 0.084189 0.07162
46.3 1.495717 0.19306 -0.058255 0.084237 0.071717
46.4 1.500365 0.193025 -0.057945 0.084284 0.071813
46.5 1.504924 0.192994 -0.057651 0.084327 0.071905
46.6 1.509484 0.192962 -0.057356 0.084371 0.071996
46.7 1.514043 0.192932 -0.057065 0.084413 0.072087
46.8 1.518602 0.192905 -0.05679 0.084452 0.072173
46.9 1.523161 0.192878 -0.056515 0.084491 0.072259
47 1.527679 0.192852 -0.056242 0.08453 0.072345
47.1 1.5321 0.192829 -0.055987 0.084564 0.072425
47.2 1.536521 0.192807 -0.055731 0.084599 0.072506
47.3 1.540943 0.192785 -0.055478 0.084633 0.072586
47.4 1.545364 0.192768 -0.055241 0.084663 0.072661
47.5 1.549785 0.19275 -0.055005 0.084693 0.072737
47.6 1.554173 0.192733 -0.054771 0.084723 0.072811
47.7 1.558457 0.192719 -0.054553 0.084749 0.072881
47.8 1.56274 0.192706 -0.054336 0.084775 0.072951
47.9 1.567023 0.192693 -0.054121 0.0848 0.073021
48 1.571307 0.192684 -0.053923 0.084821 0.073085
48.1 1.57559 0.192675 -0.053726 0.084843 0.07315
48.2 1.579848 0.192667 -0.05353 0.084864 0.073214
48.3 1.583994 0.192663 -0.053351 0.084881 0.073273
48.4 1.588139 0.192658 -0.053173 0.084898 0.073332
48.5 1.592284 0.192654 -0.052996 0.084915 0.07339
48.6 1.59643 0.192655 -0.052836 0.084927 0.073444
48.7 1.600575 0.192655 -0.052677 0.08494 0.073498
48.8 1.604704 0.192655 -0.052519 0.084952 0.073551
48.9 1.608711 0.19266 -0.05238 0.08496 0.073599
49 1.612719 0.192665 -0.05224 0.084969 0.073647
49.1 1.616726 0.19267 -0.052101 0.084977 0.073695
49.2 1.620733 0.192679 -0.05198 0.084981 0.073738
49.3 1.624741 0.192688 -0.05186 0.084984 0.073781
49.4 1.62874 0.192698 -0.05174 0.084988 0.073823
49.5 1.632609 0.192711 -0.051639 0.084988 0.073861
49.6 1.636479 0.192725 -0.051537 0.084987 0.073898
49.7 1.640348 0.192739 -0.051437 0.084986 0.073935
49.8 1.644218 0.192757 -0.051355 0.084981 0.073967
49.9 1.648087 0.192775 -0.051273 0.084977 0.073999
50 1.651957 0.192794 -0.051191 0.084972 0.074031
