phase mean FPC1 FPC2 FPC3 FPC4
35.3 1.416144 0.179243 -0.029982 0.126276 0.001306
35.4 1.421501 0.179211 -0.02947 0.125398 0.0039
35.5 1.42682 0.179179 -0.028958 0.124519 0.006494
35.6 1.432092 0.179153 -0.028455 0.123644 0.009085
35.7 1.437364 0.179129 -0.027956 0.122771 0.011674
35.8 1.442636 0.179104 -0.027457 0.121897 0.014264
35.9 1.447908 0.179086 -0.026967 0.121027 0.016851
36 1.45318 0.179069 -0.026481 0.120158 0.019436
36.1 1.458418 0.179052 -0.025995 0.11929 0.022021
36.2 1.463605 0.179041 -0.025519 0.118424 0.024604
36.3 1.468792 0.179032 -0.025046 0.11756 0.027185
36.4 1.473979 0.179023 -0.024573 0.116696 0.029765
36.5 1.479165 0.179019 -0.024109 0.115836 0.032344
36.6 1.484352 0.179017 -0.023649 0.114977 0.03492
36.7 1.48951 0.179016 -0.023189 0.114118 0.037497
36.8 1.494612 0.17902 -0.022738 0.113262 0.04007
36.9 1.499713 0.179026 -0.022291 0.112408 0.042643
37 1.504814 0.179032 -0.021845 0.111554 0.045215
37.1 1.509916 0.179043 -0.021406 0.110703 0.047785
37.2 1.515017 0.179057 -0.020973 0.109853 0.050352
37.3 1.520095 0.179071 -0.020539 0.109004 0.05292
37.4 1.525111 0.17909 -0.020114 0.108158 0.055486
37.5 1.530127 0.179111 -0.019693 0.107313 0.058049
37.6 1.535143 0.179133 -0.019273 0.106469 0.060613
37.7 1.540159 0.179159 -0.01886 0.105627 0.063174
37.8 1.545175 0.179188 -0.018453 0.104788 0.065733
37.9 1.550161 0.179217 -0.018045 0.103948 0.068292
38 1.555039 0.179249 -0.017655 0.103113 0.070823
38.1 1.559916 0.179283 -0.017276 0.10228 0.073334
38.2 1.564793 0.179317 -0.016896 0.101447 0.075846
38.3 1.56967 0.17935 -0.016551 0.10062 0.078278
38.4 1.574547 0.179383 -0.01623 0.099798 0.080654
38.5 1.579387 0.179416 -0.015909 0.098976 0.08303
38.6 1.584016 0.179448 -0.015622 0.09816 0.085327
38.7 1.588644 0.17948 -0.015361 0.097348 0.087565
38.8 1.593273 0.179512 -0.015099 0.096537 0.089803
38.9 1.597902 0.179543 -0.014871 0.095732 0.091963
39 1.60253 0.179573 -0.014669 0.094931 0.094062
39.1 1.607136 0.179604 -0.014467 0.09413 0.096162
39.2 1.611513 0.179634 -0.014297 0.093335 0.098186
39.3 1.61589 0.179663 -0.014154 0.092546 0.100147
39.4 1.620267 0.179693 -0.014012 0.091756 0.102108
39.5 1.624644 0.179721 -0.0139 0.090971 0.103995
39.6 1.62902 0.179749 -0.013817 0.090192 0.105818
39.7 1.63339 0.179778 -0.013734 0.089413 0.10764
39.8 1.637515 0.179805 -0.013681 0.08864 0.109391
39.9 1.64164 0.179832 -0.013658 0.087871 0.111075
40 1.645765 0.179859 -0.013634 0.087103 0.112759
40.1 1.649889 0.179885 -0.01364 0.08634 0.114374
40.2 1.654014 0.179911 -0.013676 0.085582 0.11592
40.3 1.658139 0.179937 -0.013711 0.084825 0.117465
40.4 1.66202 0.179962 -0.013776 0.084072 0.118944
40.5 1.665893 0.179987 -0.013871 0.083326 0.120351
40.6 1.669766 0.180011 -0.013966 0.082579 0.121758
40.7 1.673639 0.180036 -0.014089 0.081837 0.1231
40.8 1.677512 0.180059 -0.014244 0.081101 0.124369
40.9 1.681385 0.180082 -0.014398 0.080365 0.125637
41 1.685029 0.180105 -0.01458 0.079634 0.126843
41.1 1.688651 0.180127 -0.014794 0.078908 0.127973
41.2 1.692272 0.18015 -0.015008 0.078183 0.129103
41.3 1.695893 0.180171 -0.015248 0.077463 0.130173
41.4 1.699514 0.180192 -0.015522 0.076748 0.131165
41.5 1.703135 0.180213 -0.015795 0.076034 0.132156
41.6 1.706549 0.180234 -0.016094 0.075324 0.133089
41.7 1.709925 0.180254 -0.016427 0.07462 0.133943
41.8 1.713302 0.180274 -0.01676 0.073916 0.134796
41.9 1.716678 0.180293 -0.017109 0.073216 0.135597
42 1.720055 0.180313 -0.017482 0.072521 0.136322
42.1 1.723431 0.180332 -0.017854 0.071825 0.137048
42.2 1.726795 0.180352 -0.018203 0.071128 0.137744
42.3 1.730155 0.180373 -0.018515 0.070429 0.138396
42.4 1.733515 0.180394 -0.018828 0.06973 0.139048
42.5 1.736876 0.180417 -0.019111 0.069029 0.139675
42.6 1.740236 0.18044 -0.019347 0.068324 0.140261
42.7 1.743596 0.180464 -0.019584 0.067619 0.140847
42.8 1.747026 0.180489 -0.019793 0.066912 0.141409
42.9 1.750481 0.180515 -0.019953 0.066202 0.14193
43 1.753937 0.180541 -0.020114 0.065492 0.14245
43.1 1.757392 0.180568 -0.020248 0.064779 0.142948
43.2 1.760848 0.180597 -0.020333 0.064063 0.143403
43.3 1.764303 0.180626 -0.020417 0.063347 0.143859
43.4 1.767822 0.180655 -0.020477 0.062629 0.144292
43.5 1.771373 0.180687 -0.020486 0.061908 0.144682
43.6 1.774924 0.180718 -0.020495 0.061186 0.145071
43.7 1.778474 0.18075 -0.02048 0.060462 0.14544
43.8 1.782025 0.180784 -0.020413 0.059735 0.145764
43.9 1.785576 0.180817 -0.020346 0.059008 0.146088
44 1.789184 0.180852 -0.020256 0.058279 0.146392
44.1 1.79283 0.180888 -0.020113 0.057546 0.146651
44.2 1.796476 0.180924 -0.01997 0.056813 0.14691
44.3 1.800122 0.180961 -0.019806 0.056078 0.147149
44.4 1.803768 0.181 -0.019587 0.05534 0.147342
44.5 1.807414 0.181038 -0.019369 0.054601 0.147535
44.6 1.811112 0.181078 -0.01913 0.053861 0.147711
44.7 1.814853 0.181119 -0.018835 0.053117 0.147838
44.8 1.818594 0.18116 -0.018541 0.052372 0.147966
44.9 1.822335 0.181202 -0.018227 0.051627 0.148077
45 1.826077 0.181245 -0.017857 0.050877 0.148139
45.1 1.829818 0.181289 -0.017487 0.050127 0.148201
45.2 1.833605 0.181333 -0.017098 0.049376 0.148247
45.3 1.837441 0.181379 -0.016652 0.04862 0.148243
45.4 1.841278 0.181426 -0.016206 0.047865 0.14824
45.5 1.845114 0.181472 -0.015743 0.047108 0.148222
45.6 1.84895 0.181521 -0.015221 0.046347 0.148153
45.7 1.852787 0.18157 -0.0147 0.045586 0.148084
45.8 1.856646 0.181619 -0.014163 0.044824 0.148002
45.9 1.860537 0.181669 -0.01357 0.044057 0.147871
46 1.864427 0.18172 -0.012976 0.043291 0.147741
46.1 1.868318 0.181771 -0.012384 0.042525 0.147614
46.2 1.872208 0.18182 -0.011796 0.04176 0.147496
46.3 1.876099 0.181868 -0.011208 0.040995 0.147379
46.4 1.879948 0.181916 -0.010626 0.040232 0.14727
46.5 1.883726 0.181961 -0.010074 0.039471 0.147195
46.6 1.887503 0.182006 -0.009521 0.038711 0.147121
46.7 1.891281 0.18205 -0.008975 0.037952 0.147053
46.8 1.895058 0.182092 -0.008458 0.037196 0.147022
46.9 1.898836 0.182133 -0.007941 0.036441 0.14699
47 1.902574 0.182173 -0.007429 0.035686 0.146964
47.1 1.90622 0.18221 -0.006948 0.034935 0.146975
47.2 1.909866 0.182248 -0.006467 0.034184 0.146986
47.3 1.913513 0.182284 -0.00599 0.033433 0.147003
47.4 1.917159 0.182318 -0.005544 0.032687 0.147056
47.5 1.920805 0.182351 -0.005098 0.03194 0.147109
47.6 1.924419 0.182384 -0.004657 0.031194 0.147168
47.7 1.927934 0.182414 -0.004247 0.030452 0.147264
47.8 1.931449 0.182443 -0.003836 0.02971 0.14736
47.9 1.934964 0.182473 -0.00343 0.028968 0.147461
48 1.938479 0.182498 -0.003055 0.028231 0.147599
48.1 1.941994 0.182524 -0.002681 0.027493 0.147738
48.2 1.945485 0.18255 -0.002309 0.026756 0.147881
48.3 1.948868 0.182572 -0.00197 0.026023 0.148062
48.4 1.952252 0.182594 -0.001631 0.02529 0.148243
48.5 1.955636 0.182615 -0.001295 0.024557 0.148428
48.6 1.959019 0.182633 -0.000991 0.023829 0.148652
48.7 1.962403 0.182651 -0.000688 0.0231 0.148876
48.8 1.96577 0.182669 -0.000386 0.022372 0.149102
48.9 1.969023 0.182684 -0.000118 0.021648 0.149369
49 1.972275 0.182698 0.00015 0.020924 0.149636
49.1 1.975527 0.182712 0.000416 0.0202 0.149904
49.2 1.978779 0.182722 0.000648 0.019481 0.150214
49.3 1.982032 0.182733 0.000881 0.018762 0.150523
49.4 1.985276 0.182743 0.001112 0.018042 0.150833
49.5 1.988397 0.18275 0.001309 0.017327 0.151185
49.6 1.991518 0.182756 0.001506 0.016612 0.151537
49.7 1.994639 0.182763 0.001702 0.015897 0.15189
49.8 1.99776 0.182766 0.001863 0.015187 0.152284
49.9 2.00088 0.182769 0.002025 0.014477 0.152679
50 2.004001 0.182771 0.002186 0.013766 0.153073
