phase mean FPC1 FPC2 FPC3 FPC4
33.8 1.555562 -0.226846 0.145995 -0.059744 0.11788
33.9 1.561621 -0.226659 0.146503 -0.060563 0.12065
34 1.567575 -0.226469 0.146983 -0.061372 0.12334
34.1 1.573461 -0.226273 0.147398 -0.062157 0.125848
34.2 1.579348 -0.226077 0.147814 -0.062942 0.128356
34.3 1.585234 -0.225873 0.148155 -0.063701 0.130658
34.4 1.59112 -0.225668 0.148477 -0.064452 0.132904
34.5 1.59691 -0.22546 0.148773 -0.065193 0.135078
34.6 1.602623 -0.225245 0.149002 -0.06591 0.137063
34.7 1.608336 -0.22503 0.149231 -0.066627 0.139048
34.8 1.614049 -0.224808 0.149388 -0.067318 0.140832
34.9 1.619762 -0.224584 0.149524 -0.068001 0.142556
35 1.625387 -0.224358 0.149636 -0.068675 0.144213
35.1 1.630927 -0.224125 0.149679 -0.069324 0.145675
35.2 1.636467 -0.223892 0.149721 -0.069972 0.147136
35.3 1.642007 -0.223652 0.149695 -0.070596 0.148404
35.4 1.647547 -0.223409 0.149644 -0.07121 0.149604
35.5 1.653009 -0.223165 0.149572 -0.071817 0.150745
35.6 1.658376 -0.222913 0.149429 -0.072398 0.151683
35.7 1.663743 -0.222661 0.149285 -0.072978 0.152622
35.8 1.66911 -0.222403 0.149074 -0.073534 0.153373
35.9 1.674477 -0.222142 0.148837 -0.07408 0.15405
36 1.679774 -0.221879 0.148582 -0.07462 0.154674
36.1 1.684968 -0.221609 0.148252 -0.075132 0.155089
36.2 1.690161 -0.221339 0.147921 -0.075644 0.155504
36.3 1.695355 -0.221063 0.147529 -0.076133 0.155745
36.4 1.700549 -0.220785 0.147109 -0.07661 0.155907
36.5 1.705681 -0.220508 0.146686 -0.077079 0.156058
36.6 1.7107 -0.220242 0.146252 -0.077506 0.156164
36.7 1.715719 -0.219976 0.145817 -0.077933 0.156269
36.8 1.720738 -0.219725 0.145396 -0.078322 0.156399
36.9 1.725756 -0.219481 0.144983 -0.078692 0.156542
37 1.730722 -0.219241 0.144573 -0.079053 0.156691
37.1 1.735563 -0.219019 0.144181 -0.079365 0.156871
37.2 1.740405 -0.218798 0.143789 -0.079678 0.157051
37.3 1.745247 -0.21859 0.14341 -0.079953 0.157255
37.4 1.750089 -0.218391 0.14304 -0.080208 0.157473
37.5 1.754887 -0.218195 0.142672 -0.080456 0.157695
37.6 1.759552 -0.218018 0.142322 -0.080653 0.15795
37.7 1.764217 -0.217841 0.141973 -0.08085 0.158205
37.8 1.768882 -0.217677 0.141637 -0.081012 0.158483
37.9 1.773547 -0.217523 0.141309 -0.081152 0.158775
38 1.778176 -0.21737 0.140983 -0.081286 0.159071
38.1 1.782665 -0.217238 0.140676 -0.081368 0.159401
38.2 1.787153 -0.217106 0.140369 -0.081451 0.159731
38.3 1.791641 -0.216986 0.140075 -0.081499 0.160083
38.4 1.796129 -0.216876 0.13979 -0.081524 0.16045
38.5 1.800591 -0.216768 0.139506 -0.081544 0.16082
38.6 1.804902 -0.21668 0.139242 -0.081511 0.161224
38.7 1.809214 -0.216592 0.138978 -0.081479 0.161629
38.8 1.813525 -0.216517 0.138726 -0.081414 0.162054
38.9 1.817837 -0.216451 0.138483 -0.081323 0.162496
39 1.82213 -0.216387 0.138242 -0.08123 0.16294
39.1 1.826265 -0.216344 0.13802 -0.081083 0.163419
39.2 1.8304 -0.216301 0.137799 -0.080935 0.163898
39.3 1.834534 -0.216269 0.137589 -0.080756 0.164398
39.4 1.838669 -0.216248 0.137389 -0.080551 0.164915
39.5 1.842795 -0.216228 0.13719 -0.080344 0.165432
39.6 1.846752 -0.216229 0.137011 -0.080082 0.165986
39.7 1.85071 -0.216231 0.136832 -0.079819 0.16654
39.8 1.854668 -0.216243 0.136665 -0.079527 0.167113
39.9 1.858626 -0.216267 0.136507 -0.079206 0.167705
40 1.862584 -0.216291 0.13635 -0.078886 0.168296
