phase mean FPC1 FPC2 FPC3 FPC4
36.1 1.760997 0.163201 -0.113955 -0.018687 -0.046327
36.2 1.765057 0.163195 -0.114734 -0.019375 -0.042413
36.3 1.769116 0.163192 -0.115496 -0.020083 -0.038531
36.4 1.773176 0.163188 -0.116258 -0.020791 -0.034649
36.5 1.777236 0.163191 -0.116984 -0.021543 -0.030838
36.6 1.781296 0.163197 -0.117692 -0.022316 -0.027061
36.7 1.785302 0.163203 -0.118401 -0.023089 -0.023284
36.8 1.7892 0.163216 -0.119073 -0.023906 -0.019577
36.9 1.793098 0.163231 -0.119728 -0.024744 -0.015905
37 1.796996 0.163247 -0.120382 -0.025582 -0.012233
37.1 1.800893 0.163268 -0.121002 -0.026463 -0.00863
37.2 1.804791 0.163293 -0.121602 -0.027366 -0.005063
37.3 1.808645 0.163318 -0.122203 -0.02827 -0.001497
37.4 1.81238 0.163349 -0.122769 -0.029215 0.002003
37.5 1.816116 0.163383 -0.123315 -0.030183 0.005465
37.6 1.819852 0.163418 -0.123862 -0.031152 0.008926
37.7 1.823588 0.163458 -0.124375 -0.032161 0.012323
37.8 1.827323 0.163502 -0.124868 -0.033194 0.015679
37.9 1.831029 0.163545 -0.12536 -0.034228 0.019035
38 1.83462 0.163593 -0.125831 -0.035274 0.022327
38.1 1.838211 0.163642 -0.126287 -0.036328 0.025577
38.2 1.841803 0.163692 -0.126743 -0.037382 0.028826
38.3 1.845394 0.163741 -0.127198 -0.038394 0.032011
38.4 1.848986 0.163789 -0.127653 -0.039376 0.035151
38.5 1.852561 0.163837 -0.128107 -0.040359 0.03829
38.6 1.856044 0.163884 -0.128562 -0.041299 0.041367
38.7 1.859528 0.163931 -0.129016 -0.042207 0.044397
38.8 1.863012 0.163977 -0.12947 -0.043115 0.047426
38.9 1.866495 0.164023 -0.129924 -0.043982 0.050395
39 1.869979 0.164067 -0.130378 -0.044816 0.053314
39.1 1.873452 0.164112 -0.130832 -0.045649 0.056234
39.2 1.876829 0.164156 -0.131286 -0.046443 0.059094
39.3 1.880206 0.164199 -0.13174 -0.047202 0.061904
39.4 1.883583 0.164242 -0.132194 -0.047961 0.064714
39.5 1.88696 0.164285 -0.132647 -0.048681 0.067465
39.6 1.890336 0.164326 -0.133101 -0.049366 0.070165
39.7 1.89371 0.164368 -0.133555 -0.050051 0.072865
39.8 1.89698 0.164408 -0.134008 -0.050697 0.075508
39.9 1.90025 0.164448 -0.134461 -0.051308 0.078098
40 1.90352 0.164488 -0.134915 -0.051918 0.080688
40.1 1.90679 0.164527 -0.135368 -0.052491 0.083223
40.2 1.91006 0.164565 -0.135821 -0.053027 0.085703
40.3 1.91333 0.164603 -0.136274 -0.053563 0.088182
40.4 1.916497 0.16464 -0.136727 -0.054063 0.090609
40.5 1.91966 0.164676 -0.13718 -0.054525 0.092979
40.6 1.922823 0.164713 -0.137632 -0.054986 0.095349
40.7 1.925987 0.164748 -0.138085 -0.055413 0.097667
40.8 1.92915 0.164783 -0.138538 -0.0558 0.099927
40.9 1.932313 0.164818 -0.13899 -0.056187 0.102187
41 1.935379 0.164852 -0.139443 -0.05654 0.104397
41.1 1.938436 0.164885 -0.139895 -0.056853 0.106547
41.2 1.941492 0.164918 -0.140347 -0.057166 0.108696
41.3 1.944549 0.16495 -0.1408 -0.057446 0.110798
41.4 1.947605 0.164981 -0.141252 -0.057684 0.112838
41.5 1.950662 0.165013 -0.141704 -0.057922 0.114878
41.6 1.95363 0.165043 -0.142156 -0.058129 0.116871
41.7 1.956582 0.165073 -0.142608 -0.058292 0.118801
41.8 1.959534 0.165103 -0.143059 -0.058456 0.120731
41.9 1.962486 0.165132 -0.143509 -0.058595 0.12262
42 1.965438 0.16516 -0.143956 -0.058697 0.124449
42.1 1.968391 0.165188 -0.144402 -0.058799 0.126279
42.2 1.97132 0.165216 -0.144837 -0.058902 0.128087
42.3 1.974243 0.165244 -0.145254 -0.059007 0.129862
42.4 1.977166 0.165272 -0.14567 -0.059111 0.131638
42.5 1.980089 0.1653 -0.146074 -0.059221 0.133396
42.6 1.983012 0.165327 -0.146456 -0.059339 0.135125
42.7 1.985935 0.165355 -0.146839 -0.059456 0.136854
42.8 1.988864 0.165383 -0.147209 -0.059578 0.138566
42.9 1.991794 0.16541 -0.147557 -0.059708 0.140248
43 1.994725 0.165437 -0.147906 -0.059839 0.141931
43.1 1.997656 0.165465 -0.148242 -0.059973 0.143597
43.2 2.000586 0.165492 -0.148557 -0.060116 0.145233
43.3 2.003517 0.165519 -0.148871 -0.060259 0.146869
43.4 2.006453 0.165547 -0.149175 -0.060406 0.148489
43.5 2.009391 0.165574 -0.149455 -0.060562 0.150078
43.6 2.01233 0.165601 -0.149736 -0.060717 0.151668
43.7 2.015268 0.165628 -0.150005 -0.060877 0.153242
43.8 2.018206 0.165655 -0.150252 -0.061045 0.154785
43.9 2.021144 0.165681 -0.150498 -0.061213 0.156328
44 2.024087 0.165708 -0.150734 -0.061386 0.157857
44.1 2.027033 0.165735 -0.150947 -0.061567 0.159353
44.2 2.029979 0.165762 -0.151159 -0.061748 0.160849
44.3 2.032925 0.165788 -0.151362 -0.061932 0.162332
44.4 2.035871 0.165815 -0.151541 -0.062126 0.163782
44.5 2.038817 0.165841 -0.151719 -0.062319 0.165231
44.6 2.041767 0.165868 -0.151888 -0.062516 0.166668
44.7 2.044721 0.165894 -0.152033 -0.062723 0.168072
44.8 2.047674 0.16592 -0.152177 -0.062929 0.169475
44.9 2.050628 0.165947 -0.152313 -0.063139 0.170866
45 2.053582 0.165973 -0.152424 -0.063358 0.172223
45.1 2.056535 0.165999 -0.152534 -0.063577 0.173579
45.2 2.059493 0.166025 -0.152636 -0.063799 0.174925
45.3 2.062454 0.166051 -0.152713 -0.064031 0.176235
45.4 2.065415 0.166077 -0.152789 -0.064262 0.177545
45.5 2.068376 0.166103 -0.152858 -0.064497 0.178845
45.6 2.071337 0.166128 -0.152901 -0.064741 0.180108
45.7 2.074299 0.166154 -0.152943 -0.064986 0.181372
45.8 2.077258 0.16618 -0.152979 -0.065232 0.182625
45.9 2.080215 0.166206 -0.152989 -0.065486 0.183839
46 2.083171 0.166231 -0.153 -0.06574 0.185053
46.1 2.086128 0.166257 -0.15301 -0.065986 0.186247
46.2 2.089084 0.166283 -0.153021 -0.066198 0.18736
46.3 2.092041 0.166308 -0.153032 -0.066409 0.188473
46.4 2.094978 0.166334 -0.153045 -0.06661 0.189564
46.5 2.09788 0.166361 -0.15307 -0.066758 0.190555
46.6 2.100783 0.166387 -0.153094 -0.066906 0.191547
46.7 2.103685 0.166414 -0.153121 -0.067044 0.192518
46.8 2.106587 0.16644 -0.153159 -0.067129 0.193388
46.9 2.10949 0.166467 -0.153197 -0.067215 0.194258
47 2.112374 0.166494 -0.153237 -0.06729 0.195109
47.1 2.115217 0.166522 -0.153288 -0.067312 0.195857
47.2 2.118059 0.166549 -0.153339 -0.067334 0.196605
47.3 2.120902 0.166576 -0.153393 -0.067348 0.197337
47.4 2.123745 0.166604 -0.153457 -0.067306 0.197964
47.5 2.126587 0.166632 -0.153522 -0.067265 0.19859
47.6 2.129415 0.16666 -0.153589 -0.067216 0.199202
47.7 2.132198 0.166688 -0.153667 -0.067112 0.199707
47.8 2.134981 0.166716 -0.153746 -0.067007 0.200213
47.9 2.137764 0.166745 -0.153825 -0.066896 0.200705
48 2.140547 0.166773 -0.153917 -0.066729 0.201088
48.1 2.14333 0.166802 -0.154009 -0.066561 0.201472
48.2 2.146102 0.166831 -0.154102 -0.066388 0.201844
48.3 2.148825 0.16686 -0.154208 -0.066157 0.202106
48.4 2.151548 0.166889 -0.154313 -0.065926 0.202368
48.5 2.154271 0.166919 -0.154419 -0.06569 0.202621
48.6 2.156994 0.166949 -0.154538 -0.065396 0.202761
48.7 2.159717 0.166978 -0.154657 -0.065102 0.202901
48.8 2.162433 0.167008 -0.154777 -0.064804 0.203034
48.9 2.165097 0.167038 -0.154909 -0.064447 0.203053
49 2.16776 0.167068 -0.155041 -0.064089 0.203072
49.1 2.170423 0.167099 -0.155174 -0.063729 0.203085
49.2 2.173087 0.167129 -0.15532 -0.063309 0.202982
49.3 2.17575 0.16716 -0.155466 -0.062888 0.202879
49.4 2.17841 0.167191 -0.155612 -0.062466 0.202773
49.5 2.181013 0.167222 -0.155772 -0.061982 0.202548
49.6 2.183617 0.167253 -0.155931 -0.061498 0.202324
49.7 2.186221 0.167284 -0.156091 -0.061014 0.202098
49.8 2.188824 0.167316 -0.156263 -0.060467 0.201752
49.9 2.191428 0.167348 -0.156436 -0.05992 0.201406
50 2.194032 0.167379 -0.156609 -0.059373 0.20106
